"alpha","gamma","initRabbits","initFoxes","meansteps","hash"
"0.07","0.07","70","40","259.6","0.07-0.07-70-40"
"0.07","0.07","70","50","266.4","0.07-0.07-70-50"
"0.07","0.07","70","60","272.3","0.07-0.07-70-60"
"0.07","0.07","70","70","348.8","0.07-0.07-70-70"
"0.07","0.07","70","80","367.8","0.07-0.07-70-80"
"0.07","0.07","70","90","311.2","0.07-0.07-70-90"
"0.07","0.07","80","10","105.9","0.07-0.07-80-10"
"0.07","0.07","80","100","435.8","0.07-0.07-80-100"
"0.07","0.07","80","20","112.4","0.07-0.07-80-20"
"0.07","0.07","80","30","235.3","0.07-0.07-80-30"
"0.07","0.07","80","40","258.9","0.07-0.07-80-40"
"0.07","0.07","80","50","289.5","0.07-0.07-80-50"
"0.07","0.07","80","60","389.4","0.07-0.07-80-60"
"0.07","0.07","80","70","362.7","0.07-0.07-80-70"
"0.07","0.07","80","80","437.7","0.07-0.07-80-80"
"0.07","0.07","80","90","329.3","0.07-0.07-80-90"
"0.07","0.07","90","10","118.4","0.07-0.07-90-10"
"0.07","0.07","90","100","433.8","0.07-0.07-90-100"
"0.07","0.07","90","20","166.7","0.07-0.07-90-20"
"0.07","0.07","90","30","209.1","0.07-0.07-90-30"
"0.07","0.07","90","40","326.4","0.07-0.07-90-40"
"0.07","0.07","90","50","340.0","0.07-0.07-90-50"
"0.07","0.07","90","60","354.3","0.07-0.07-90-60"
"0.07","0.07","90","70","401.1","0.07-0.07-90-70"
"0.07","0.07","90","80","374.5","0.07-0.07-90-80"
"0.07","0.07","90","90","486.3","0.07-0.07-90-90"
"0.07","0.08","10","10","56.9","0.07-0.08-10-10"
"0.07","0.08","10","100","137.9","0.07-0.08-10-100"
"0.07","0.08","10","20","79.6","0.07-0.08-10-20"
"0.07","0.08","10","30","105.2","0.07-0.08-10-30"
"0.07","0.08","10","40","132.2","0.07-0.08-10-40"
"0.07","0.08","10","50","124.7","0.07-0.08-10-50"
"0.07","0.08","10","60","98.1","0.07-0.08-10-60"
"0.07","0.08","10","70","97.3","0.07-0.08-10-70"
"0.07","0.08","10","80","127.9","0.07-0.08-10-80"
"0.07","0.08","10","90","141.7","0.07-0.08-10-90"
"0.07","0.08","100","10","111.4","0.07-0.08-100-10"
"0.07","0.08","100","100","425.8","0.07-0.08-100-100"
"0.07","0.08","100","20","190.0","0.07-0.08-100-20"
"0.07","0.08","100","30","206.6","0.07-0.08-100-30"
"0.07","0.08","100","40","262.8","0.07-0.08-100-40"
"0.07","0.08","100","50","297.0","0.07-0.08-100-50"
"0.07","0.08","100","60","410.4","0.07-0.08-100-60"
"0.07","0.08","100","70","439.0","0.07-0.08-100-70"
"0.07","0.08","100","80","449.3","0.07-0.08-100-80"
"0.07","0.08","100","90","373.1","0.07-0.08-100-90"
"0.07","0.08","20","10","97.6","0.07-0.08-20-10"
"0.07","0.08","20","100","229.6","0.07-0.08-20-100"
"0.07","0.08","20","20","121.2","0.07-0.08-20-20"
"0.07","0.08","20","30","125.8","0.07-0.08-20-30"
"0.07","0.08","20","40","124.4","0.07-0.08-20-40"
"0.07","0.08","20","50","174.5","0.07-0.08-20-50"
"0.07","0.08","20","60","136.3","0.07-0.08-20-60"
"0.07","0.08","20","70","174.0","0.07-0.08-20-70"
"0.07","0.08","20","80","212.8","0.07-0.08-20-80"
"0.07","0.08","20","90","161.4","0.07-0.08-20-90"
"0.07","0.08","30","10","81.5","0.07-0.08-30-10"
"0.07","0.08","30","100","199.4","0.07-0.08-30-100"
"0.07","0.08","30","20","116.1","0.07-0.08-30-20"
"0.07","0.08","30","30","153.4","0.07-0.08-30-30"
"0.07","0.08","30","40","145.1","0.07-0.08-30-40"
"0.07","0.08","30","50","175.2","0.07-0.08-30-50"
"0.07","0.08","30","60","190.6","0.07-0.08-30-60"
"0.07","0.08","30","70","203.8","0.07-0.08-30-70"
"0.07","0.08","30","80","185.5","0.07-0.08-30-80"
"0.07","0.08","30","90","256.5","0.07-0.08-30-90"
"0.07","0.08","40","10","74.8","0.07-0.08-40-10"
"0.07","0.08","40","100","239.7","0.07-0.08-40-100"
"0.07","0.08","40","20","149.1","0.07-0.08-40-20"
"0.07","0.08","40","30","182.6","0.07-0.08-40-30"
"0.07","0.08","40","40","184.5","0.07-0.08-40-40"
"0.07","0.08","40","50","163.0","0.07-0.08-40-50"
"0.07","0.08","40","60","225.7","0.07-0.08-40-60"
"0.07","0.08","40","70","240.5","0.07-0.08-40-70"
"0.07","0.08","40","80","238.1","0.07-0.08-40-80"
"0.07","0.08","40","90","240.3","0.07-0.08-40-90"
"0.07","0.08","50","10","104.8","0.07-0.08-50-10"
"0.07","0.08","50","100","231.4","0.07-0.08-50-100"
"0.07","0.08","50","20","101.4","0.07-0.08-50-20"
"0.07","0.08","50","30","146.1","0.07-0.08-50-30"
"0.07","0.08","50","40","221.5","0.07-0.08-50-40"
"0.07","0.08","50","50","198.3","0.07-0.08-50-50"
"0.07","0.08","50","60","194.2","0.07-0.08-50-60"
"0.07","0.08","50","70","247.1","0.07-0.08-50-70"
"0.07","0.08","50","80","236.7","0.07-0.08-50-80"
"0.07","0.08","50","90","249.7","0.07-0.08-50-90"
"0.07","0.08","60","10","144.2","0.07-0.08-60-10"
"0.07","0.08","60","100","339.3","0.07-0.08-60-100"
"0.07","0.08","60","20","145.8","0.07-0.08-60-20"
"0.07","0.08","60","30","205.8","0.07-0.08-60-30"
"0.07","0.08","60","40","266.2","0.07-0.08-60-40"
"0.07","0.08","60","50","271.4","0.07-0.08-60-50"
"0.07","0.08","60","60","255.1","0.07-0.08-60-60"
"0.07","0.08","60","70","250.1","0.07-0.08-60-70"
"0.07","0.08","60","80","293.6","0.07-0.08-60-80"
"0.07","0.08","60","90","285.7","0.07-0.08-60-90"
"0.07","0.08","70","10","96.2","0.07-0.08-70-10"
"0.07","0.08","70","100","343.5","0.07-0.08-70-100"
"0.07","0.08","70","20","174.6","0.07-0.08-70-20"
"0.07","0.08","70","30","186.4","0.07-0.08-70-30"
"0.07","0.08","70","40","266.1","0.07-0.08-70-40"
"0.07","0.08","70","50","297.1","0.07-0.08-70-50"
"0.07","0.08","70","60","330.5","0.07-0.08-70-60"
"0.07","0.08","70","70","269.0","0.07-0.08-70-70"
"0.07","0.08","70","80","329.3","0.07-0.08-70-80"
"0.07","0.08","70","90","349.9","0.07-0.08-70-90"
"0.07","0.08","80","10","132.4","0.07-0.08-80-10"
"0.07","0.08","80","100","295.2","0.07-0.08-80-100"
"0.07","0.08","80","20","176.6","0.07-0.08-80-20"
"0.07","0.08","80","30","251.0","0.07-0.08-80-30"
"0.07","0.08","80","40","219.5","0.07-0.08-80-40"
"0.07","0.08","80","50","293.7","0.07-0.08-80-50"
"0.07","0.08","80","60","286.1","0.07-0.08-80-60"
"0.07","0.08","80","70","372.6","0.07-0.08-80-70"
"0.07","0.08","80","80","341.3","0.07-0.08-80-80"
"0.07","0.08","80","90","345.2","0.07-0.08-80-90"
"0.07","0.08","90","10","155.1","0.07-0.08-90-10"
"0.07","0.08","90","100","398.9","0.07-0.08-90-100"
"0.07","0.08","90","20","192.3","0.07-0.08-90-20"
"0.07","0.08","90","30","206.0","0.07-0.08-90-30"
"0.07","0.08","90","40","289.3","0.07-0.08-90-40"
"0.07","0.08","90","50","358.4","0.07-0.08-90-50"
"0.07","0.08","90","60","244.1","0.07-0.08-90-60"
"0.07","0.08","90","70","364.0","0.07-0.08-90-70"
"0.07","0.08","90","80","326.0","0.07-0.08-90-80"
"0.07","0.08","90","90","436.5","0.07-0.08-90-90"
"0.07","0.09","10","10","52.2","0.07-0.09-10-10"
"0.07","0.09","10","100","110.6","0.07-0.09-10-100"
"0.07","0.09","10","20","70.4","0.07-0.09-10-20"
"0.07","0.09","10","30","127.9","0.07-0.09-10-30"
"0.07","0.09","10","40","116.5","0.07-0.09-10-40"
"0.07","0.09","10","50","80.9","0.07-0.09-10-50"
"0.07","0.09","10","60","116.2","0.07-0.09-10-60"
"0.07","0.09","10","70","134.7","0.07-0.09-10-70"
"0.07","0.09","10","80","109.7","0.07-0.09-10-80"
"0.07","0.09","10","90","108.8","0.07-0.09-10-90"
"0.07","0.09","100","10","155.3","0.07-0.09-100-10"
"0.07","0.09","100","100","338.7","0.07-0.09-100-100"
"0.07","0.09","100","20","197.9","0.07-0.09-100-20"
"0.07","0.09","100","30","258.8","0.07-0.09-100-30"
"0.07","0.09","100","40","235.0","0.07-0.09-100-40"
"0.07","0.09","100","50","287.7","0.07-0.09-100-50"
"0.07","0.09","100","60","285.6","0.07-0.09-100-60"
"0.07","0.09","100","70","403.8","0.07-0.09-100-70"
"0.07","0.09","100","80","295.9","0.07-0.09-100-80"
"0.07","0.09","100","90","301.4","0.07-0.09-100-90"
"0.07","0.09","20","10","58.7","0.07-0.09-20-10"
"0.07","0.09","20","100","144.4","0.07-0.09-20-100"
"0.07","0.09","20","20","86.5","0.07-0.09-20-20"
"0.07","0.09","20","30","122.0","0.07-0.09-20-30"
"0.07","0.09","20","40","101.7","0.07-0.09-20-40"
"0.07","0.09","20","50","146.2","0.07-0.09-20-50"
"0.07","0.09","20","60","127.6","0.07-0.09-20-60"
"0.07","0.09","20","70","151.7","0.07-0.09-20-70"
"0.07","0.09","20","80","155.1","0.07-0.09-20-80"
"0.07","0.09","20","90","166.0","0.07-0.09-20-90"
"0.07","0.09","30","10","63.2","0.07-0.09-30-10"
"0.07","0.09","30","100","173.9","0.07-0.09-30-100"
"0.07","0.09","30","20","128.6","0.07-0.09-30-20"
"0.07","0.09","30","30","120.1","0.07-0.09-30-30"
"0.07","0.09","30","40","133.6","0.07-0.09-30-40"
"0.07","0.09","30","50","170.5","0.07-0.09-30-50"
"0.07","0.09","30","60","133.0","0.07-0.09-30-60"
"0.07","0.09","30","70","179.4","0.07-0.09-30-70"
"0.07","0.09","30","80","214.9","0.07-0.09-30-80"
"0.07","0.09","30","90","180.0","0.07-0.09-30-90"
"0.07","0.09","40","10","137.7","0.07-0.09-40-10"
"0.07","0.09","40","100","265.6","0.07-0.09-40-100"
"0.07","0.09","40","20","84.3","0.07-0.09-40-20"
"0.07","0.09","40","30","134.5","0.07-0.09-40-30"
"0.07","0.09","40","40","190.1","0.07-0.09-40-40"
"0.07","0.09","40","50","189.0","0.07-0.09-40-50"
"0.07","0.09","40","60","165.9","0.07-0.09-40-60"
"0.07","0.09","40","70","168.1","0.07-0.09-40-70"
"0.07","0.09","40","80","216.0","0.07-0.09-40-80"
"0.07","0.09","40","90","163.9","0.07-0.09-40-90"
"0.07","0.09","50","10","120.1","0.07-0.09-50-10"
"0.07","0.09","50","100","224.6","0.07-0.09-50-100"
"0.07","0.09","50","20","147.9","0.07-0.09-50-20"
"0.07","0.09","50","30","156.7","0.07-0.09-50-30"
"0.07","0.09","50","40","207.9","0.07-0.09-50-40"
"0.07","0.09","50","50","206.4","0.07-0.09-50-50"
"0.07","0.09","50","60","282.7","0.07-0.09-50-60"
"0.07","0.09","50","70","191.7","0.07-0.09-50-70"
"0.07","0.09","50","80","204.3","0.07-0.09-50-80"
"0.07","0.09","50","90","279.9","0.07-0.09-50-90"
"0.07","0.09","60","10","108.9","0.07-0.09-60-10"
"0.07","0.09","60","100","279.1","0.07-0.09-60-100"
"0.07","0.09","60","20","126.8","0.07-0.09-60-20"
"0.07","0.09","60","30","143.7","0.07-0.09-60-30"
"0.07","0.09","60","40","214.1","0.07-0.09-60-40"
"0.07","0.09","60","50","190.5","0.07-0.09-60-50"
"0.07","0.09","60","60","200.6","0.07-0.09-60-60"
"0.07","0.09","60","70","252.8","0.07-0.09-60-70"
"0.07","0.09","60","80","235.9","0.07-0.09-60-80"
"0.07","0.09","60","90","192.1","0.07-0.09-60-90"
"0.07","0.09","70","10","108.6","0.07-0.09-70-10"
"0.07","0.09","70","100","271.4","0.07-0.09-70-100"
"0.07","0.09","70","20","138.8","0.07-0.09-70-20"
"0.07","0.09","70","30","214.8","0.07-0.09-70-30"
"0.07","0.09","70","40","228.1","0.07-0.09-70-40"
"0.07","0.09","70","50","217.4","0.07-0.09-70-50"
"0.07","0.09","70","60","234.4","0.07-0.09-70-60"
"0.07","0.09","70","70","324.7","0.07-0.09-70-70"
"0.07","0.09","70","80","291.4","0.07-0.09-70-80"
"0.07","0.09","70","90","330.5","0.07-0.09-70-90"
"0.07","0.09","80","10","128.8","0.07-0.09-80-10"
"0.07","0.09","80","100","261.7","0.07-0.09-80-100"
"0.07","0.09","80","20","190.9","0.07-0.09-80-20"
"0.07","0.09","80","30","210.1","0.07-0.09-80-30"
"0.07","0.09","80","40","190.4","0.07-0.09-80-40"
"0.07","0.09","80","50","268.1","0.07-0.09-80-50"
"0.07","0.09","80","60","217.7","0.07-0.09-80-60"
"0.07","0.09","80","70","277.4","0.07-0.09-80-70"
"0.07","0.09","80","80","296.7","0.07-0.09-80-80"
"0.07","0.09","80","90","326.4","0.07-0.09-80-90"
"0.07","0.09","90","10","107.4","0.07-0.09-90-10"
"0.07","0.09","90","100","322.4","0.07-0.09-90-100"
"0.07","0.09","90","20","156.2","0.07-0.09-90-20"
"0.07","0.09","90","30","228.0","0.07-0.09-90-30"
"0.07","0.09","90","40","208.1","0.07-0.09-90-40"
"0.07","0.09","90","50","275.2","0.07-0.09-90-50"
"0.07","0.09","90","60","281.2","0.07-0.09-90-60"
"0.07","0.09","90","70","321.5","0.07-0.09-90-70"
"0.07","0.09","90","80","315.7","0.07-0.09-90-80"
"0.07","0.09","90","90","282.8","0.07-0.09-90-90"
"0.07","0.1","10","10","52.2","0.07-0.1-10-10"
"0.07","0.1","10","100","114.5","0.07-0.1-10-100"
"0.07","0.1","10","20","47.1","0.07-0.1-10-20"
"0.07","0.1","10","30","55.5","0.07-0.1-10-30"
"0.07","0.1","10","40","71.5","0.07-0.1-10-40"
"0.07","0.1","10","50","73.6","0.07-0.1-10-50"
"0.07","0.1","10","60","82.3","0.07-0.1-10-60"
"0.07","0.1","10","70","95.5","0.07-0.1-10-70"
"0.07","0.1","10","80","119.0","0.07-0.1-10-80"
"0.07","0.1","10","90","90.2","0.07-0.1-10-90"
"0.07","0.1","100","10","123.5","0.07-0.1-100-10"
"0.07","0.1","100","100","286.1","0.07-0.1-100-100"
"0.07","0.1","100","20","174.3","0.07-0.1-100-20"
"0.07","0.1","100","30","187.0","0.07-0.1-100-30"
"0.07","0.1","100","40","211.2","0.07-0.1-100-40"
"0.07","0.1","100","50","268.3","0.07-0.1-100-50"
"0.07","0.1","100","60","294.3","0.07-0.1-100-60"
"0.07","0.1","100","70","304.7","0.07-0.1-100-70"
"0.07","0.1","100","80","276.7","0.07-0.1-100-80"
"0.07","0.1","100","90","250.5","0.07-0.1-100-90"
"0.07","0.1","20","10","83.6","0.07-0.1-20-10"
"0.07","0.1","20","100","169.9","0.07-0.1-20-100"
"0.07","0.1","20","20","100.3","0.07-0.1-20-20"
"0.07","0.1","20","30","137.9","0.07-0.1-20-30"
"0.07","0.1","20","40","79.9","0.07-0.1-20-40"
"0.07","0.1","20","50","125.5","0.07-0.1-20-50"
"0.07","0.1","20","60","120.9","0.07-0.1-20-60"
"0.07","0.1","20","70","135.9","0.07-0.1-20-70"
"0.07","0.1","20","80","102.5","0.07-0.1-20-80"
"0.07","0.1","20","90","159.8","0.07-0.1-20-90"
"0.07","0.1","30","10","77.7","0.07-0.1-30-10"
"0.07","0.1","30","100","158.5","0.07-0.1-30-100"
"0.07","0.1","30","20","105.1","0.07-0.1-30-20"
"0.07","0.1","30","30","90.4","0.07-0.1-30-30"
"0.07","0.1","30","40","120.9","0.07-0.1-30-40"
"0.07","0.1","30","50","143.7","0.07-0.1-30-50"
"0.07","0.1","30","60","115.9","0.07-0.1-30-60"
"0.07","0.1","30","70","192.9","0.07-0.1-30-70"
"0.07","0.1","30","80","181.5","0.07-0.1-30-80"
"0.07","0.1","30","90","193.3","0.07-0.1-30-90"
"0.07","0.1","40","10","59.9","0.07-0.1-40-10"
"0.07","0.1","40","100","193.4","0.07-0.1-40-100"
"0.07","0.1","40","20","109.0","0.07-0.1-40-20"
"0.07","0.1","40","30","123.7","0.07-0.1-40-30"
"0.07","0.1","40","40","155.0","0.07-0.1-40-40"
"0.07","0.1","40","50","157.6","0.07-0.1-40-50"
"0.07","0.1","40","60","166.8","0.07-0.1-40-60"
"0.07","0.1","40","70","153.3","0.07-0.1-40-70"
"0.07","0.1","40","80","179.9","0.07-0.1-40-80"
"0.07","0.1","40","90","179.0","0.07-0.1-40-90"
"0.07","0.1","50","10","103.2","0.07-0.1-50-10"
"0.07","0.1","50","100","190.3","0.07-0.1-50-100"
"0.07","0.1","50","20","135.5","0.07-0.1-50-20"
"0.07","0.1","50","30","159.6","0.07-0.1-50-30"
"0.07","0.1","50","40","162.8","0.07-0.1-50-40"
"0.07","0.1","50","50","193.9","0.07-0.1-50-50"
"0.07","0.1","50","60","146.4","0.07-0.1-50-60"
"0.07","0.1","50","70","227.9","0.07-0.1-50-70"
"0.07","0.1","50","80","248.3","0.07-0.1-50-80"
"0.07","0.1","50","90","182.9","0.07-0.1-50-90"
"0.07","0.1","60","10","95.9","0.07-0.1-60-10"
"0.07","0.1","60","100","219.3","0.07-0.1-60-100"
"0.07","0.1","60","20","116.5","0.07-0.1-60-20"
"0.07","0.1","60","30","149.8","0.07-0.1-60-30"
"0.07","0.1","60","40","157.2","0.07-0.1-60-40"
"0.07","0.1","60","50","221.3","0.07-0.1-60-50"
"0.07","0.1","60","60","211.6","0.07-0.1-60-60"
"0.07","0.1","60","70","217.4","0.07-0.1-60-70"
"0.07","0.1","60","80","205.5","0.07-0.1-60-80"
"0.07","0.1","60","90","272.1","0.07-0.1-60-90"
"0.07","0.1","70","10","87.3","0.07-0.1-70-10"
"0.07","0.1","70","100","226.6","0.07-0.1-70-100"
"0.07","0.1","70","20","142.1","0.07-0.1-70-20"
"0.07","0.1","70","30","213.5","0.07-0.1-70-30"
"0.07","0.1","70","40","154.7","0.07-0.1-70-40"
"0.07","0.1","70","50","241.8","0.07-0.1-70-50"
"0.07","0.1","70","60","213.9","0.07-0.1-70-60"
"0.07","0.1","70","70","203.2","0.07-0.1-70-70"
"0.07","0.1","70","80","306.4","0.07-0.1-70-80"
"0.07","0.1","70","90","218.8","0.07-0.1-70-90"
"0.07","0.1","80","10","106.6","0.07-0.1-80-10"
"0.07","0.1","80","100","241.8","0.07-0.1-80-100"
"0.07","0.1","80","20","126.8","0.07-0.1-80-20"
"0.07","0.1","80","30","208.0","0.07-0.1-80-30"
"0.07","0.1","80","40","208.0","0.07-0.1-80-40"
"0.07","0.1","80","50","285.8","0.07-0.1-80-50"
"0.07","0.1","80","60","228.0","0.07-0.1-80-60"
"0.07","0.1","80","70","258.7","0.07-0.1-80-70"
"0.07","0.1","80","80","285.8","0.07-0.1-80-80"
"0.07","0.1","80","90","291.6","0.07-0.1-80-90"
"0.07","0.1","90","10","126.5","0.07-0.1-90-10"
"0.07","0.1","90","100","255.9","0.07-0.1-90-100"
"0.07","0.1","90","20","131.8","0.07-0.1-90-20"
"0.07","0.1","90","30","186.6","0.07-0.1-90-30"
"0.07","0.1","90","40","230.1","0.07-0.1-90-40"
"0.07","0.1","90","50","186.3","0.07-0.1-90-50"
"0.07","0.1","90","60","250.2","0.07-0.1-90-60"
"0.07","0.1","90","70","245.0","0.07-0.1-90-70"
"0.07","0.1","90","80","300.8","0.07-0.1-90-80"
"0.07","0.1","90","90","264.4","0.07-0.1-90-90"
"0.07","0.11","10","10","45.4","0.07-0.11-10-10"
"0.07","0.11","10","100","59.6","0.07-0.11-10-100"
"0.07","0.11","10","20","44.0","0.07-0.11-10-20"
"0.07","0.11","10","30","38.1","0.07-0.11-10-30"
"0.07","0.11","10","40","52.7","0.07-0.11-10-40"
"0.07","0.11","10","50","84.2","0.07-0.11-10-50"
"0.07","0.11","10","60","78.8","0.07-0.11-10-60"
"0.07","0.11","10","70","60.9","0.07-0.11-10-70"
"0.07","0.11","10","80","116.0","0.07-0.11-10-80"
"0.07","0.11","10","90","96.8","0.07-0.11-10-90"
"0.07","0.11","100","10","80.0","0.07-0.11-100-10"
"0.07","0.11","100","100","230.4","0.07-0.11-100-100"
"0.07","0.11","100","20","146.7","0.07-0.11-100-20"
"0.07","0.11","100","30","217.9","0.07-0.11-100-30"
"0.07","0.11","100","40","149.7","0.07-0.11-100-40"
"0.07","0.11","100","50","191.8","0.07-0.11-100-50"
"0.07","0.11","100","60","273.0","0.07-0.11-100-60"
"0.07","0.11","100","70","239.1","0.07-0.11-100-70"
"0.07","0.11","100","80","247.8","0.07-0.11-100-80"
"0.07","0.11","100","90","214.5","0.07-0.11-100-90"
"0.07","0.11","20","10","84.6","0.07-0.11-20-10"
"0.07","0.11","20","100","112.1","0.07-0.11-20-100"
"0.07","0.11","20","20","99.4","0.07-0.11-20-20"
"0.07","0.11","20","30","78.1","0.07-0.11-20-30"
"0.07","0.11","20","40","112.3","0.07-0.11-20-40"
"0.07","0.11","20","50","66.7","0.07-0.11-20-50"
"0.07","0.11","20","60","127.6","0.07-0.11-20-60"
"0.07","0.11","20","70","103.5","0.07-0.11-20-70"
"0.07","0.11","20","80","120.8","0.07-0.11-20-80"
"0.07","0.11","20","90","90.2","0.07-0.11-20-90"
"0.07","0.11","30","10","82.0","0.07-0.11-30-10"
"0.07","0.11","30","100","200.7","0.07-0.11-30-100"
"0.07","0.11","30","20","67.2","0.07-0.11-30-20"
"0.07","0.11","30","30","87.0","0.07-0.11-30-30"
"0.07","0.11","30","40","116.4","0.07-0.11-30-40"
"0.07","0.11","30","50","104.5","0.07-0.11-30-50"
"0.07","0.11","30","60","93.1","0.07-0.11-30-60"
"0.07","0.11","30","70","110.9","0.07-0.11-30-70"
"0.07","0.11","30","80","152.7","0.07-0.11-30-80"
"0.07","0.11","30","90","107.4","0.07-0.11-30-90"
"0.07","0.11","40","10","39.0","0.07-0.11-40-10"
"0.07","0.11","40","100","158.8","0.07-0.11-40-100"
"0.07","0.11","40","20","100.3","0.07-0.11-40-20"
"0.07","0.11","40","30","151.1","0.07-0.11-40-30"
"0.07","0.11","40","40","145.1","0.07-0.11-40-40"
"0.07","0.11","40","50","134.9","0.07-0.11-40-50"
"0.07","0.11","40","60","194.6","0.07-0.11-40-60"
"0.07","0.11","40","70","186.3","0.07-0.11-40-70"
"0.07","0.11","40","80","133.9","0.07-0.11-40-80"
"0.07","0.11","40","90","132.9","0.07-0.11-40-90"
"0.07","0.11","50","10","103.7","0.07-0.11-50-10"
"0.07","0.11","50","100","152.4","0.07-0.11-50-100"
"0.07","0.11","50","20","103.3","0.07-0.11-50-20"
"0.07","0.11","50","30","187.7","0.07-0.11-50-30"
"0.07","0.11","50","40","156.9","0.07-0.11-50-40"
"0.07","0.11","50","50","235.1","0.07-0.11-50-50"
"0.07","0.11","50","60","165.7","0.07-0.11-50-60"
"0.07","0.11","50","70","222.7","0.07-0.11-50-70"
"0.07","0.11","50","80","197.0","0.07-0.11-50-80"
"0.07","0.11","50","90","155.2","0.07-0.11-50-90"
"0.07","0.11","60","10","78.7","0.07-0.11-60-10"
"0.07","0.11","60","100","208.3","0.07-0.11-60-100"
"0.07","0.11","60","20","154.7","0.07-0.11-60-20"
"0.07","0.11","60","30","136.4","0.07-0.11-60-30"
"0.07","0.11","60","40","174.4","0.07-0.11-60-40"
"0.07","0.11","60","50","179.8","0.07-0.11-60-50"
"0.07","0.11","60","60","193.4","0.07-0.11-60-60"
"0.07","0.11","60","70","189.7","0.07-0.11-60-70"
"0.07","0.11","60","80","189.5","0.07-0.11-60-80"
"0.07","0.11","60","90","205.7","0.07-0.11-60-90"
"0.07","0.11","70","10","77.3","0.07-0.11-70-10"
"0.07","0.11","70","100","194.3","0.07-0.11-70-100"
"0.07","0.11","70","20","193.4","0.07-0.11-70-20"
"0.07","0.11","70","30","169.6","0.07-0.11-70-30"
"0.07","0.11","70","40","164.9","0.07-0.11-70-40"
"0.07","0.11","70","50","246.4","0.07-0.11-70-50"
"0.07","0.11","70","60","229.3","0.07-0.11-70-60"
"0.07","0.11","70","70","236.0","0.07-0.11-70-70"
"0.07","0.11","70","80","165.7","0.07-0.11-70-80"
"0.07","0.11","70","90","204.1","0.07-0.11-70-90"
"0.07","0.11","80","10","164.3","0.07-0.11-80-10"
"0.07","0.11","80","100","205.9","0.07-0.11-80-100"
"0.07","0.11","80","20","175.7","0.07-0.11-80-20"
"0.07","0.11","80","30","188.7","0.07-0.11-80-30"
"0.07","0.11","80","40","211.2","0.07-0.11-80-40"
"0.07","0.11","80","50","175.4","0.07-0.11-80-50"
"0.07","0.11","80","60","188.9","0.07-0.11-80-60"
"0.07","0.11","80","70","181.6","0.07-0.11-80-70"
"0.07","0.11","80","80","267.2","0.07-0.11-80-80"
"0.07","0.11","80","90","221.6","0.07-0.11-80-90"
"0.07","0.11","90","10","98.1","0.07-0.11-90-10"
"0.07","0.11","90","100","233.3","0.07-0.11-90-100"
"0.07","0.11","90","20","116.7","0.07-0.11-90-20"
"0.07","0.11","90","30","184.2","0.07-0.11-90-30"
"0.07","0.11","90","40","168.1","0.07-0.11-90-40"
"0.07","0.11","90","50","260.1","0.07-0.11-90-50"
"0.07","0.11","90","60","268.5","0.07-0.11-90-60"
"0.07","0.11","90","70","190.8","0.07-0.11-90-70"
"0.07","0.11","90","80","281.6","0.07-0.11-90-80"
"0.07","0.11","90","90","249.3","0.07-0.11-90-90"
"0.07","0.12","10","10","23.5","0.07-0.12-10-10"
"0.07","0.12","10","100","42.3","0.07-0.12-10-100"
"0.07","0.12","10","20","28.3","0.07-0.12-10-20"
"0.07","0.12","10","30","30.6","0.07-0.12-10-30"
"0.07","0.12","10","40","58.8","0.07-0.12-10-40"
"0.07","0.12","10","50","73.7","0.07-0.12-10-50"
"0.07","0.12","10","60","70.0","0.07-0.12-10-60"
"0.07","0.12","10","70","55.1","0.07-0.12-10-70"
